,Region,Source,RA,Dec,dist,Disk,starmass,logMacc_PPVII,mmflux,submmflux,DiskMass,acc
0,Lupus,Sz65,15:39:27.753,-34:46:17.577,153.47,II,0.61,-9.48,0.12,0.3,2119.0,3.3113112148259076e-10
1,Lupus,Sz66,15:39:28.264,-34:46:18.450,155.92,II,0.29100000000000004,-8.508,0.13,0.27,469.00000000000006,3.104559588128362e-09
2,Lupus,J15430131-3409153,15:43:01.290,-34:09:15.400,158.0,F,,,0.12,0.39,,
3,Lupus,J15430227-3444059,15:43:02.290,-34:44:06.200,158.0,F,,,0.1,0.34,,
4,Lupus,J15445789-3423392,15:44:57.900,-34:23:39.500,153.95,II,0.087,-10.68,0.1,0.24,,2.089296130854041e-11
5,Lupus,J15450634-3417378,15:45:06.322,-34:17:38.332,158.0,F,,,0.11,0.34,464.0,
6,Lupus,J15450887-3417333,15:45:08.852,-34:17:33.835,154.81,II,0.092,-8.156,0.12,0.4,1491.0,6.982324040771704e-09
7,Lupus,Sz68,15:45:12.849,-34:17:31.071,158.0,II,1.32,-8.12,0.18,0.61,4980.0,7.58577575029185e-09
8,Lupus,Sz69,15:45:17.391,-34:18:28.685,152.56,II,0.15,-9.344,0.11,0.24,563.0,4.5289757990362134e-10
9,Lupus,Sz71,15:46:44.709,-34:30:36.054,155.2,II,0.414,-9.033,0.12,0.37,5006.0,9.268298233793504e-10
10,Lupus,Sz72,15:47:50.608,-35:28:35.779,156.71,II,0.374,-8.601,0.11,0.23,409.0,2.5061092530321086e-09
11,Lupus,Sz73,15:47:56.922,-35:14:35.185,157.82,II,0.7,-8.05,0.11,0.39,811.0,8.912509381337441e-09
12,Lupus,Sz74,15:48:05.213,-35:15:53.342,158.0,II,0.3,-7.813,0.13,0.29,615.0,1.5381546403030356e-08
13,Lupus,Sz75,15:49:12.086,-35:39:05.463,158.0,II,0.61,-7.44,0.09,0.34,2558.0,3.63078054770101e-08
14,Lupus,Sz76,15:49:30.719,-35:49:51.825,156.4,II,0.188,-9.109,0.08,0.35,346.0,7.78036551039804e-10
15,Lupus,Sz77,15:51:46.941,-35:56:44.531,155.25,II,0.67,-8.69,0.08,0.2,138.0,2.0417379446695317e-09
16,Lupus,Sz81A,15:55:50.264,-38:01:34.087,158.23,II,0.188,-8.886000000000003,0.12,0.23,319.0,1.300169578033282e-09
17,Lupus,J15560210-3655282,15:56:02.084,-36:55:28.666,157.96,II,,,0.08,0.35,1762.0,
18,Lupus,Sz82,15:56:09.192,-37:56:06.452,155.82,II,0.72,-7.85,0.14,0.21,13722.0,1.4125375446227554e-08
19,Lupus,Sz83,15:56:42.293,-37:49:15.861,158.0,II,0.55,-7.0,0.16,0.56,12522.0,1e-07
20,Lupus,Sz84,15:58:02.501,-37:36:03.146,158.0,TD,0.149,-9.077,0.11,0.32,948.0,8.375292821268827e-10
21,Lupus,Sz129,15:59:16.454,-41:57:10.675,160.13,II,0.73,-8.27,0.12,0.33,5849.0,5.370317963702533e-09
22,Lupus,J15592523-4235066,15:59:25.205,-42:35:06.987,147.25,II,0.085,-11.02,0.1,0.24,35.0,9.549925860214368e-12
23,Lupus,RYLup,15:59:28.374,-40:21:51.559,158.0,TD,1.27,-8.05,0.15,0.5,6459.999999999999,8.912509381337441e-09
24,Lupus,J16000060-4221567,16:00:00.584,-42:21:57.203,159.43,II,0.149,-9.583,0.11,0.25,74.0,2.612161354399205e-10
25,Lupus,J16000236-4222145,16:00:02.340,-42:22:14.962,160.39,II,0.189,-9.484,0.13,0.34,3863.0000000000014,3.2809529311311904e-10
26,Lupus,J16002612-4153553,16:00:26.099,-41:53:55.782,163.17,II,0.108,-9.621,0.1,0.25,34.0,2.393315756405385e-10
27,Lupus,Sz130,16:00:31.022,-41:43:37.387,159.18,II,0.394,-9.097,0.1,0.24,150.0,7.998342550070292e-10
28,Lupus,MYLup,16:00:44.500,-41:55:31.319,158.0,TD,1.19,-8.0,0.13,0.56,5035.0,1e-08
29,Lupus,Sz131,16:00:49.414,-41:30:04.263,160.62,II,0.301,-9.171,0.1,0.23,261.0,6.745280276979229e-10
30,Lupus,J16011549-4152351,16:01:15.531,-41:52:35.515,158.0,II,,,0.1,0.57,1632.9999999999998,
31,Lupus,EXLup,16:03:05.476,-40:18:25.834,154.72,II,0.57,-7.81,0.09,0.35,1403.0,1.5488166189124828e-08
32,Lupus,Sz133,16:03:29.375,-41:40:02.247,158.0,II,,,0.1,0.55,2027.0,
33,Lupus,Sz88A,16:07:00.582,-39:02:19.913,157.64,II,0.653,-8.535,0.12,0.27,278.0,2.9174270140011657e-09
34,Lupus,Sz88B,16:07:00.620,-39:02:18.100,158.37,II,0.146,-9.904,0.1,0.26,,1.2473835142429432e-10
35,Lupus,J16070384-3911113,16:07:03.829,-39:11:11.900,158.0,TD,,,0.11,0.25,74.0,
36,Lupus,J16070854-3914075,16:07:08.535,-39:14:07.939,171.28,TD,,,0.12,0.49,3066.0,
37,Lupus,Sz90,16:07:10.054,-39:11:03.647,160.37,II,0.73,-8.93,0.1,0.37,676.0,1.1748975549395303e-09
38,Lupus,Sz91,16:07:11.575,-39:03:47.827,159.39,TD,0.52,-9.081,0.1,0.06,727.0,8.298507675144234e-10
39,Lupus,J16073773-3921388,16:07:37.710,-39:21:39.116,162.45,II,0.067,-10.19,0.1,0.23,44.0,6.456542290346562e-11
40,Lupus,Sz95,16:07:52.293,-38:58:06.446,160.47,II,0.29100000000000004,-9.381,0.11,0.25,139.0,4.159106104940219e-10
41,Lupus,J16075475-3915446,16:07:54.760,-39:15:44.811,158.0,F,,,0.1,0.33,37.0,
42,Lupus,J16080017-3902595,16:08:00.157,-39:02:59.883,161.13,II,0.077,-10.27,0.1,0.21,96.0,5.370317963702533e-11
43,Lupus,J16080175-3912316,16:08:01.750,-39:12:31.600,158.0,II,,,0.1,0.34,,
44,Lupus,Sz96,16:08:12.615,-39:08:33.835,155.97,II,0.463,-9.387,0.1,0.24,104.0,4.102041029866064e-10
45,Lupus,J16081497-3857145,16:08:14.960,-38:57:14.910,150.83,II,0.065,-10.28,0.1,0.25,232.0,5.248074602497734e-11
46,Lupus,Sz97,16:08:21.787,-39:04:21.860,157.34,II,0.195,-9.769,0.1,0.23,147.0,1.70215850839495e-10
47,Lupus,Sz98,16:08:22.479,-39:04:46.857,156.27,II,0.55,-7.44,0.1,0.51,7584.999999999999,3.63078054770101e-08
48,Lupus,Sz99,16:08:24.040,-39:05:49.400,158.29,II,0.184,-9.607,0.1,0.22,,2.4717241450161343e-10
49,Lupus,Sz100,16:08:25.747,-39:06:01.601,158.0,TD,0.13,-9.614,0.13,0.3,1629.0,2.432204009073811e-10
50,Lupus,J160828.1-391310,16:08:28.100,-39:13:10.000,169.79,II,0.07,-11.32,0.1,0.24,,4.78630092322638e-12
51,Lupus,Sz102,16:08:29.725,-39:03:11.409,158.0,II,,,0.08,0.34,465.00000000000006,
52,Lupus,Sz103,16:08:30.254,-39:06:11.538,157.15,II,0.193,-9.251,0.1,0.24,353.0,5.610479760324712e-10
53,Lupus,J16083070-3828268,16:08:30.687,-38:28:27.280,158.0,TD,1.27,-9.2,0.15,0.48,2908.0,6.309573444801942e-10
54,Lupus,Sz104,16:08:30.798,-39:05:49.238,159.81,II,0.108,-9.844,0.1,0.25,82.0,1.4321878992735453e-10
55,Lupus,J160831.1-385600,16:08:31.100,-38:56:00.000,158.0,F,,,0.1,0.32,,
56,Lupus,V856Sco,16:08:34.274,-39:06:18.737,158.59,II,,,0.12,0.36,1741.0,
57,Lupus,V1094Sco,16:08:36.160,-39:23:02.879,158.0,II,,,0.09,0.37,13505.000000000002,
58,Lupus,Sz106,16:08:39.743,-39:06:25.701,158.72,II,0.551,-10.09,0.1,0.26,54.0,8.128305161640995e-11
59,Lupus,Sz108B,16:08:42.870,-39:06:15.039,161.22,II,0.124,-9.512,0.11,0.26,928.0,3.076096814740705e-10
60,Lupus,J16084940-3905393,16:08:49.382,-39:05:39.825,160.19,II,0.189,-9.666,0.1,0.21,53.0,2.1577444091526645e-10
61,Lupus,V1192Sco,16:08:51.425,-39:05:30.890,147.1,II,,,0.1,0.24,23.0,
62,Lupus,Sz110,16:08:51.553,-39:03:18.087,157.49,II,0.189,-8.751,0.11,0.23,549.0,1.774189480890168e-09
63,Lupus,J16085324-3914401,16:08:53.227,-39:14:40.553,163.0,II,0.29100000000000004,-10.03,0.11,0.23,637.0,9.332543007969924e-11
64,Lupus,J16085373-3914367,16:08:53.725,-39:14:37.170,148.72,II,0.068,-10.81,0.1,0.2,69.0,1.5488166189124796e-11
65,Lupus,Sz111,16:08:54.671,-39:37:43.528,158.37,TD,0.52,-9.473,0.13,0.33,4544.0,3.3651156937549014e-10
66,Lupus,J16085529-3848481,16:08:55.275,-38:48:48.551,155.61,II,0.071,-10.6,0.1,0.26,52.0,2.5118864315095823e-11
67,Lupus,Sz112,16:08:55.513,-39:02:34.359,159.3,II,0.136,-9.82,0.1,0.21,111.0,1.5135612484362072e-10
68,Lupus,Sz113,16:08:57.786,-39:02:23.260,160.53,II,0.136,-8.99,0.1,0.22,810.0,1.0232929922807536e-09
69,Lupus,J16085828-3907355,16:08:58.270,-39:07:35.500,158.0,II,,,0.1,0.31,,
70,Lupus,J16085834-3907491,16:08:58.300,-39:07:49.400,158.0,II,,,0.1,0.34,,
71,Lupus,J16090141-3925119,16:09:01.400,-39:25:12.375,159.2,TD,0.198,-9.893,0.11,0.3,421.0,1.2793813041575227e-10
72,Lupus,Sz114,16:09:01.831,-39:05:12.805,156.76,II,0.16,-9.1,0.11,0.32,3061.0,7.943282347242822e-10
73,Lupus,Sz115,16:09:06.210,-39:08:51.800,155.82,II,0.153,-9.448,0.1,0.24,,3.564511334262439e-10
74,Lupus,J16091644-3904438,16:09:16.430,-39:04:43.700,158.0,II,,,0.1,0.34,,
75,Lupus,J16092032-3904015,16:09:20.300,-39:04:01.600,158.0,II,,,0.1,0.34,,
76,Lupus,J16092317-3904074,16:09:23.150,-39:04:07.400,158.0,II,,,0.1,0.34,,
77,Lupus,J16092697-3836269,16:09:26.967,-38:36:27.324,159.19,II,0.149,-8.107999999999999,0.1,0.35,134.0,7.798301105232609e-09
78,Lupus,J160934.2-391513,16:09:34.180,-39:15:12.700,158.0,F,,,0.1,0.34,,
79,Lupus,J16093928-3904316,16:09:39.290,-39:04:31.800,158.0,II,,,0.1,0.33,,
80,Lupus,Sz117,16:09:44.348,-39:13:30.555,156.95,II,0.237,-8.88,0.1,0.25,315.0,1.3182567385564047e-09
81,Lupus,Sz118,16:09:48.641,-39:11:17.257,161.46,TD,0.83,-9.11,0.13,0.57,1837.0,7.762471166286927e-10
82,Lupus,J16095628-3859518,16:09:56.281,-38:59:51.973,157.07,II,0.057,-10.7,0.11,0.24,222.00000000000003,1.9952623149688828e-11
83,Lupus,J16100133-3906449,16:10:01.320,-39:06:44.900,184.12,II,0.1,-9.625,0.1,0.3,,2.371373705661655e-10
84,Lupus,J16101307-3846165,16:10:13.060,-38:46:16.800,145.15,F,,,0.1,0.24,,
85,Lupus,J16101857-3836125,16:10:18.560,-38:36:13.000,160.6,II,0.096,-10.49,0.1,0.22,,3.235936569296281e-11
86,Lupus,J16101984-3836065,16:10:19.840,-38:36:06.800,158.76,II,0.061,-10.35,0.1,0.23,,4.4668359215096346e-11
87,Lupus,J16102741-3902299,16:10:27.430,-39:02:30.200,158.0,F,,,0.1,0.33,,
88,Lupus,J16102955-3922144,16:10:29.535,-39:22:14.906,160.44,TD,0.153,-9.923,0.1,0.22,227.0,1.193988104464273e-10
89,Lupus,Sz123B,16:10:51.310,-38:53:12.800,158.0,II,0.387,-10.23,0.1,0.24,,5.888436553555884e-11
90,Lupus,Sz123A,16:10:51.574,-38:53:14.171,162.19,TD,0.557,-9.177,0.11,0.32,1270.0,6.65273156201742e-10
91,Lupus,J16115979-3823383,16:11:59.810,-38:23:38.500,160.4,II,,,0.1,0.21,,
92,Lupus,J16120445-3809589,16:12:04.480,-38:09:59.000,158.0,F,,,0.1,0.35,,
93,Lupus,J16124373-3815031,16:12:43.736,-38:15:03.471,159.85,II,0.47,-9.084,0.1,0.38,904.0,8.24138115013003e-10
94,Lupus,J16134410-3736462,16:13:44.082,-37:36:46.598,158.55,II,0.096,-9.012,0.1,0.39,52.0,9.727472237769642e-10
95,Lupus,AKC2006-18,15:41:40.82,-33:45:19.0,151.86,II,0.044,-10.99,,0.08,,1.0232929922807536e-11
96,Lupus,J154518.5-342125,15:45:18.53,-34:21:24.8,153.02,II,0.062,-10.54,,0.12,138.0,2.8840315031266117e-11
97,Lupus,Lup706,16:08:37.30,-39:23:10.8,170.7,II,0.043,-11.63,,0.1,24.0,2.3442288153199178e-12
98,Lupus,SONYC-Lup3-7,16:08:59.53,-38:56:27.6,155.85,II,0.023,-10.88,,0.07,13.0,1.3182567385564048e-11
99,Lupus,SONYC-Lup3-10,16:09:13.43,-38:58:04.9,158.0,II,0.023,-105.3,,0.07,,5.011872336272755e-106
100,USco,J15354856-2958551,15:35:48.565,-29:58:55.182,87.84,Full,0.136,-9.91,,,15.0,1.2302687708123812e-10
101,USco,J15514032-2146103,15:51:40.321,-21:46:10.387,140.84,Evolved,0.14300000000000002,-10.15,,,15.0,7.079457843841374e-11
102,USco,J15521088-2125372,15:52:10.885,-21:25:37.200,154.94,Full,,,,,,
103,USco,J15530132-2114135,15:53:01.322,-21:14:13.564,143.04,Full,0.142,-9.696,,,120.0,2.0137242498623894e-10
104,USco,J15534211-2049282,15:53:42.119,-20:49:28.218,142.0,Full,0.198,-9.242,,,63.0,5.727960309858281e-10
105,USco,J15551704-2322165,15:55:17.041,-23:22:16.597,142.0,Debris/Ev. Trans.,,,,,,
106,USco,J15554883-2512240,15:55:48.834,-25:12:24.098,143.57,Debris/Ev. Trans.,,,,,,
107,USco,J15562477-2225552,15:56:24.774,-22:25:55.258,142.38,Full,,,,0.15,,
108,USco,J15570641-2206060,15:57:06.419,-22:06:06.098,145.33,Full,,,,0.2,,
109,USco,J15572986-2258438,15:57:29.862,-22:58:43.846,142.0,Evolved,,,,0.19,,
110,USco,J15581270-2328364,15:58:12.708,-23:28:36.408,145.7,Debris/Ev. Trans.,,,,,,
111,USco,J15582981-2310077,15:58:29.813,-23:10:07.716,141.13,Full,0.14400000000000002,-9.054,,0.2,119.0,8.830799004185622e-10
112,USco,J15583692-2257153,15:58:36.921,-22:57:15.336,167.34,Full,1.48,-7.71,,,4973.0,1.9498445997580454e-08
113,USco,J15584772-1757595,15:58:47.728,-17:57:59.548,138.21,Debris/Ev. Trans.,,,,,,
114,USco,J16001330-2418106,16:00:13.304,-24:18:10.627,146.57,Debris/Ev. Trans.,,,,,,
115,USco,J16001730-2236504,16:00:17.301,-22:36:50.461,145.1,Full,,,,,,
116,USco,J16001844-2230114,16:00:18.441,-22:30:11.488,142.0,Full,0.152,-8.474,,,83.0,3.3573761424295453e-09
117,USco,J16014086-2258103,16:01:40.869,-22:58:10.384,135.85,Full,0.319,-8.221,,,65.0,6.011737374832779e-09
118,USco,J16014157-2111380,16:01:41.573,-21:11:38.080,141.56,Full,,,,,13.0,
119,USco,J16020039-2221237,16:02:00.391,-22:21:23.738,141.58,Debris/Ev. Trans.,,,,,,
120,USco,J16020287-2236139,16:02:02.878,-22:36:13.954,142.0,Debris/Ev. Trans.,,,,,,
121,USco,J16020757-2257467,16:02:07.575,-22:57:46.778,140.68,Full,0.449,-10.98,,,106.0,1.0471285480508986e-11
122,USco,J16024152-2138245,16:02:41.524,-21:38:24.562,140.54,Full,0.07400000000000001,-9.316,,,206.0,4.830588020397719e-10
123,USco,J16025123-2401574,16:02:51.235,-24:01:57.450,145.03,Debris/Ev. Trans.,,,,,,
124,USco,J16030161-2207523,16:03:01.616,-22:07:52.399,140.36,Full,,,,,56.00000000000001,
125,USco,J16031329-2112569,16:03:13.298,-21:12:56.905,137.61,Full,,,,,,
126,USco,J16032225-2413111,16:03:22.252,-24:13:11.118,140.05,Full,,,,,48.0,
127,USco,J16035767-2031055,16:03:57.677,-20:31:05.513,142.86,Full,0.8,-8.98,,0.45,89.0,1.0471285480508984e-09
128,USco,J16035793-1942108,16:03:57.936,-19:42:10.818,154.19,Full,0.422,-12.21,,,28.000000000000004,6.16595001861481e-13
129,USco,J16041740-1942287,16:04:17.405,-19:42:28.739,154.1,Full,0.306,-11.26,,,21.0,5.495408738576248e-12
130,USco,J16042165-2130284,16:04:21.655,-21:30:28.400,145.31,Transitional,1.13,-10.48,,0.19,4690.0,3.311311214825908e-11
131,USco,J16043916-1942459,16:04:39.169,-19:42:45.972,150.94,Debris/Ev. Trans.,,,,,11.0,
132,USco,J16050231-1941554,16:05:02.315,-19:41:55.435,154.35,Debris/Ev. Trans.,,,,,,
133,USco,J16052459-1954419,16:05:24.592,-19:54:41.904,152.48,Debris/Ev. Trans.,,,,,,
134,USco,J16052556-2035397,16:05:25.564,-20:35:39.710,142.0,Evolved,,,,0.19,33.0,
135,USco,J16052661-1957050,16:05:26.611,-19:57:05.051,142.0,Evolved,,,,,,
136,USco,J16053215-1933159,16:05:32.152,-19:33:15.995,152.33,Evolved,,,,0.23,,
137,USco,J16054540-2023088,16:05:45.403,-20:23:08.815,138.72,Full,0.152,-9.358,,,149.0,4.385306977749851e-10
138,USco,J16055863-1949029,16:05:58.638,-19:49:02.964,152.15,Evolved,,,,,,
139,USco,J16060061-1957114,16:06:00.616,-19:57:11.455,142.0,Evolved,,,,0.13,,
140,USco,J16061330-2212537,16:06:13.309,-22:12:53.773,140.29,Debris/Ev. Trans.,,,,,,
141,USco,J16062196-1928445,16:06:21.963,-19:28:44.566,142.0,Transitional,0.475,-8.225,,0.53,87.0,5.956621435290109e-09
142,USco,J16062277-2011243,16:06:22.778,-20:11:24.400,153.48,Transitional,,,,0.13,14.000000000000002,
143,USco,J16063539-2516510,16:06:35.390,-25:16:51.100,138.74,Evolved,0.13,-11.88,,,33.0,1.3182567385564048e-12
144,USco,J16064102-2455489,16:06:41.021,-24:55:48.961,152.9,Evolved,,,,,72.0,
145,USco,J16064115-2517044,16:06:41.159,-25:17:04.441,152.09,Evolved,,,,,,
146,USco,J16064385-1908056,16:06:43.858,-19:08:05.604,142.0,Evolved,0.78,-9.54,,0.47,18.0,2.8840315031266117e-10
147,USco,J16070014-2033092,16:07:00.143,-20:33:09.274,139.3,Full,,,,,,
148,USco,J16070211-2019387,16:07:02.118,-20:19:38.770,146.68,Full,,,,0.2,,
149,USco,J16070873-1927341,16:07:08.731,-19:27:34.171,149.13,Debris/Ev. Trans.,,,,,,
150,USco,J16071971-2020555,16:07:19.720,-20:20:55.565,156.28,Debris/Ev. Trans.,,,,,,
151,USco,J16072625-2432079,16:07:26.254,-24:32:07.951,144.57,Full,0.29100000000000004,-9.323,,,278.0,4.753352259428049e-10
152,USco,J16072747-2059442,16:07:27.479,-20:59:44.207,142.0,Evolved,,,,,45.0,
153,USco,J16073939-1917472,16:07:39.396,-19:17:47.238,139.64,Debris/Ev. Trans.,,,,,11.0,
154,USco,J16075796-2040087,16:07:57.968,-20:40:08.731,142.0,Full,,,,,501.0,
155,USco,J16080555-2218070,16:08:05.550,-22:18:07.027,144.49,Debris/Ev. Trans.,,,,,,
156,USco,J16081566-2222199,16:08:15.664,-22:22:19.974,139.61,Full,0.413,-10.7,,,19.0,1.9952623149688828e-11
157,USco,J16082324-1930009,16:08:23.246,-19:30:00.932,137.82,Full,0.6459999999999999,-9.138,,0.52,833.0,7.277798045368243e-10
158,USco,J16082751-1949047,16:08:27.520,-19:49:04.721,142.0,Evolved,0.092,-9.495,,0.16,16.0,3.198895109691404e-10
159,USco,J16083455-2211559,16:08:34.553,-22:11:55.918,139.06,Evolved,,,,,,
160,USco,J16084894-2400045,16:08:48.944,-24:00:04.586,144.82,Full,,,,,,
161,USco,J16090002-1908368,16:09:00.023,-19:08:36.838,136.94,Full,0.14300000000000002,-10.84,,0.14,33.0,1.445439770745928e-11
162,USco,J16090075-1908526,16:09:00.759,-19:08:52.616,137.4,Full,0.6459999999999999,-8.808,,0.62,906.0,1.555965631605075e-09
163,USco,J16093558-1828232,16:09:35.587,-18:28:23.239,159.12,Full,,,,,18.0,
164,USco,J16094098-2217594,16:09:40.987,-22:17:59.442,145.26,Debris/Ev. Trans.,,,,,9.0,
165,USco,J16095361-1754474,16:09:53.619,-17:54:47.426,158.61,Full,0.139,-11.15,,,22.0,7.079457843841373e-12
166,USco,J16095441-1906551,16:09:54.413,-19:06:55.105,138.53,Debris/Ev. Trans.,,,,,10.0,
167,USco,J16095933-1800090,16:09:59.333,-18:00:09.065,136.45,Full,,,,0.18,13.0,
168,USco,J16101473-1919095,16:10:14.738,-19:19:09.548,139.03,Debris/Ev. Trans.,,,,,,
169,USco,J16101888-2502325,16:10:18.881,-25:02:32.546,153.93,Transitional,,,,,,
170,USco,J16102174-1904067,16:10:21.741,-19:04:06.726,134.58,Debris/Ev. Trans.,,,,,,
171,USco,J16102819-1910444,16:10:28.195,-19:10:44.486,151.7,Full,,,,,,
172,USco,J16102857-1904469,16:10:28.577,-19:04:46.996,142.0,Evolved,,,,,14.000000000000002,
173,USco,J16103956-1916524,16:10:39.566,-19:16:52.460,156.22,Debris/Ev. Trans.,,,,,,
174,USco,J16104202-2101319,16:10:42.028,-21:01:31.998,140.54,Debris/Ev. Trans.,,,,,,
175,USco,J16104636-1840598,16:10:46.361,-18:40:59.873,141.38,Full,0.136,-10.68,,,36.0,2.089296130854041e-11
176,USco,J16111330-2019029,16:11:13.307,-20:19:02.942,153.89,Full,0.237,-8.991,,,117.0,1.0209394837076807e-09
177,USco,J16111534-1757214,16:11:15.342,-17:57:21.427,135.78,Full,,,,,,
178,USco,J16112057-1820549,16:11:20.578,-18:20:54.949,136.23,Debris/Ev. Trans.,,,,,,
179,USco,J16113134-1838259,16:11:31.341,-18:38:25.926,142.0,Full,,,,,19288.0,
180,USco,J16115091-2012098,16:11:50.919,-20:12:09.889,140.85,Full,,,,,13.0,
181,USco,J16122737-2009596,16:12:27.377,-20:09:59.688,143.05,Full,,,,,11.0,
182,USco,J16123916-1859284,16:12:39.168,-18:59:28.457,135.46,Full,0.52,-9.377,,,112.0,4.197589839910069e-10
183,USco,J16124893-1800525,16:12:48.932,-18:00:52.549,153.39,Debris/Ev. Trans.,,,,,,
184,USco,J16125533-2319456,16:12:55.339,-23:19:45.638,153.36,Debris/Ev. Trans.,,,,,,
185,USco,J16130996-1904269,16:13:09.968,-19:04:26.908,136.52,Full,,,,,,
186,USco,J16133650-2503473,16:13:36.510,-25:03:47.340,142.0,Full,0.315,-8.531,,,19.0,2.944421633798757e-09
187,USco,J16135434-2320342,16:13:54.347,-23:20:34.253,142.0,Full,0.152,-8.783999999999999,,,161.0,1.6443717232149357e-09
188,USco,J16141107-2305362,16:14:11.077,-23:05:36.244,142.0,Full,0.92,-8.51,,0.16,102.0,3.090295432513592e-09
189,USco,J16142029-1906481,16:14:20.299,-19:06:48.136,142.0,Full,,,,0.15,869.0,
190,USco,J16142893-1857224,16:14:28.931,-18:57:22.457,142.0,Debris/Ev. Trans.,,,,,,
191,USco,J16143367-1900133,16:14:33.680,-19:00:13.370,136.93,Full,0.285,-9.33,,,24.0,4.677351412871981e-10
192,USco,J16145918-2750230,16:14:59.183,-27:50:23.010,149.96,Debris/Ev. Trans.,,,,,,
193,USco,J16145928-2459308,16:14:59.287,-24:59:30.804,159.24,Full,,,,,,
194,USco,J16151239-2420091,16:15:12.394,-24:20:09.121,146.03,Transitional,,,,,,
195,USco,J16153456-2242421,16:15:34.565,-22:42:42.109,138.13,Full,,,,,228.0,
196,USco,J16154416-1921171,16:15:44.164,-19:21:17.140,142.0,Full,0.75,-7.44,,,503.0,3.63078054770101e-08
197,USco,J16163345-2521505,16:16:33.455,-25:21:50.566,159.45,Full,,,,,74.0,
198,USco,J16181618-2619080,16:18:16.185,-26:19:08.065,142.0,Evolved,,,,,,
199,USco,J16181904-2028479,16:18:19.047,-20:28:47.957,139.67,Evolved,0.1,-9.848,,,92.0,1.4190575216890897e-10
200,USco,J16215466-2043091,16:21:54.667,-20:43:09.127,108.79,Debris/Ev. Trans.,,,,,6.0,
201,USco,J16220961-1953005,16:22:09.614,-19:53:00.575,134.39,Debris/Ev. Trans.,,,,,,
202,USco,J16230783-2300596,16:23:07.835,-23:00:59.670,137.93,Debris/Ev. Trans.,,,,,,
