starID,time,mass,x,y,z
1,672.424,0.00,-1.548,-4.447,-0.299
2,672.424,1.20,3.185,21.238,2.409
3,672.424,0.70,-0.837,-5.187,-0.757
4,672.424,1.10,-1.048,-8.031,-0.844
0,673.011,1.75,-1.216,-7.495,-0.793
1,673.011,0.00,-1.548,-4.447,-0.299
2,673.011,1.20,3.188,21.291,2.415
3,673.011,0.70,-0.864,-5.167,-0.759
4,673.011,1.10,-0.994,-8.014,-0.889
0,673.599,1.75,-1.236,-7.560,-0.771
1,673.599,0.00,-1.548,-4.447,-0.299
2,673.599,1.20,3.192,21.343,2.420
3,673.599,0.70,-0.892,-5.148,-0.761
4,673.599,1.10,-0.948,-7.980,-0.930
0,674.186,1.75,-1.249,-7.637,-0.753
1,674.186,0.00,-1.548,-4.447,-0.299
2,674.186,1.20,3.195,21.396,2.426
3,674.186,0.70,-0.919,-5.131,-0.763
4,674.186,1.10,-0.914,-7.927,-0.964
0,674.773,1.75,-1.249,-7.723,-0.742
1,674.773,0.00,-1.548,-4.447,-0.299
2,674.773,1.20,3.199,21.449,2.432
3,674.773,0.70,-0.947,-5.116,-0.765
4,674.773,1.10,-0.900,-7.857,-0.985
0,675.361,1.75,-1.231,-7.815,-0.744
1,675.361,0.00,-1.548,-4.447,-0.299
2,675.361,1.20,3.202,21.502,2.437
3,675.361,0.70,-0.974,-5.102,-0.766
4,675.361,1.10,-0.914,-7.777,-0.987
0,675.948,1.75,-1.193,-7.904,-0.762
1,675.948,0.00,-1.548,-4.447,-0.299
2,675.948,1.20,3.206,21.555,2.443
3,675.948,0.70,-1.002,-5.090,-0.768
4,675.948,1.10,-0.961,-7.701,-0.964
0,676.535,1.75,-1.136,-7.975,-0.797
1,676.535,0.00,-1.548,-4.447,-0.299
2,676.535,1.20,3.209,21.608,2.449
3,676.535,0.70,-1.030,-5.079,-0.770
4,676.535,1.10,-1.039,-7.653,-0.914
0,677.122,1.75,-1.069,-8.016,-0.842
1,677.122,0.00,-1.548,-4.447,-0.299
2,677.122,1.20,3.213,21.661,2.454
3,677.122,0.70,-1.058,-5.070,-0.772
4,677.122,1.10,-1.130,-7.650,-0.846
0,677.710,1.75,-1.007,-8.027,-0.888
1,677.710,0.00,-1.548,-4.447,-0.299
2,677.710,1.20,3.216,21.713,2.460
3,677.710,0.70,-1.086,-5.062,-0.774
4,677.710,1.10,-1.215,-7.696,-0.778
0,678.297,1.75,-0.959,-8.015,-0.927
1,678.297,0.00,-1.548,-4.447,-0.299
2,678.297,1.20,3.220,21.766,2.466
3,678.297,0.70,-1.113,-5.056,-0.776
4,678.297,1.10,-1.278,-7.777,-0.721
0,678.884,1.75,-0.925,-7.991,-0.957
1,678.884,0.00,-1.548,-4.447,-0.299
2,678.884,1.20,3.223,21.819,2.471
3,678.884,0.70,-1.141,-5.051,-0.779
4,678.884,1.10,-1.318,-7.875,-0.678
0,679.471,1.75,-0.905,-7.962,-0.977
1,679.471,0.00,-1.548,-4.447,-0.299
2,679.471,1.20,3.227,21.872,2.477
3,679.471,0.70,-1.169,-5.048,-0.781
4,679.471,1.10,-1.336,-7.980,-0.651
0,680.059,1.75,-0.898,-7.934,-0.987
1,680.059,0.00,-1.548,-4.447,-0.299
2,680.059,1.20,3.230,21.925,2.483
3,680.059,0.70,-1.197,-5.046,-0.783
4,680.059,1.10,-1.334,-8.085,-0.639
0,680.646,1.75,-0.900,-7.908,-0.990
1,680.646,0.00,-1.548,-4.447,-0.299
2,680.646,1.20,3.234,21.977,2.488
3,680.646,0.70,-1.225,-5.045,-0.785
4,680.646,1.10,-1.316,-8.183,-0.640
0,681.233,1.75,-0.911,-7.888,-0.985
1,681.233,0.00,-1.548,-4.447,-0.299
2,681.233,1.20,3.237,22.030,2.494
3,681.233,0.70,-1.252,-5.045,-0.787
4,681.233,1.10,-1.284,-8.272,-0.653
0,681.821,1.75,-0.929,-7.874,-0.975
1,681.821,0.00,-1.548,-4.447,-0.299
2,681.821,1.20,3.241,22.083,2.499
3,681.821,0.70,-1.280,-5.047,-0.790
4,681.821,1.10,-1.243,-8.351,-0.673
0,682.408,1.75,-0.950,-7.866,-0.961
1,682.408,0.00,-1.548,-4.447,-0.299
2,682.408,1.20,3.244,22.135,2.505
3,682.408,0.70,-1.307,-5.050,-0.792
4,682.408,1.10,-1.196,-8.420,-0.700
0,682.995,1.75,-0.977,-7.869,-0.941
1,682.995,0.00,-1.548,-4.447,-0.299
2,682.995,1.20,3.247,22.188,2.511
3,682.995,0.70,-1.335,-5.054,-0.794
4,682.995,1.10,-1.140,-8.470,-0.736
0,683.582,1.75,-1.005,-7.880,-0.919
1,683.582,0.00,-1.548,-4.447,-0.299
2,683.582,1.20,3.251,22.241,2.516
3,683.582,0.70,-1.362,-5.060,-0.797
4,683.582,1.10,-1.081,-8.507,-0.776
0,684.170,1.75,-1.034,-7.898,-0.895
1,684.170,0.00,-1.548,-4.447,-0.299
2,684.170,1.20,3.254,22.293,2.522
3,684.170,0.70,-1.389,-5.066,-0.799
4,684.170,1.10,-1.021,-8.531,-0.819
0,684.757,1.75,-1.064,-7.929,-0.870
1,684.757,0.00,-1.548,-4.447,-0.299
2,684.757,1.20,3.258,22.346,2.528
3,684.757,0.70,-1.416,-5.074,-0.802
4,684.757,1.10,-0.961,-8.533,-0.864
0,685.344,1.75,-1.092,-7.968,-0.844
1,685.344,0.00,-1.548,-4.447,-0.299
2,685.344,1.20,3.261,22.399,2.533
3,685.344,0.70,-1.442,-5.083,-0.804
4,685.344,1.10,-0.903,-8.524,-0.909
0,685.931,1.75,-1.116,-8.020,-0.819
1,685.931,0.00,-1.548,-4.447,-0.299
2,685.931,1.20,3.265,22.451,2.539
3,685.931,0.70,-1.469,-5.093,-0.807
4,685.931,1.10,-0.852,-8.492,-0.953
0,686.519,1.75,-1.132,-8.084,-0.799
1,686.519,0.00,-1.548,-4.447,-0.299
2,686.519,1.20,3.268,22.504,2.544
3,686.519,0.70,-1.495,-5.105,-0.809
4,686.519,1.10,-0.812,-8.441,-0.990
0,687.106,1.75,-1.140,-8.158,-0.784
1,687.106,0.00,-1.548,-4.447,-0.299
2,687.106,1.20,3.272,22.556,2.550
3,687.106,0.70,-1.522,-5.117,-0.812
4,687.106,1.10,-0.788,-8.372,-1.019
0,687.693,1.75,-1.131,-8.241,-0.779
1,687.693,0.00,-1.548,-4.447,-0.299
2,687.693,1.20,3.275,22.609,2.556
3,687.693,0.70,-1.548,-5.131,-0.814
4,687.693,1.10,-0.789,-8.288,-1.030
0,688.280,1.75,-1.104,-8.326,-0.789
1,688.280,0.00,-1.548,-4.447,-0.299
2,688.280,1.20,3.279,22.661,2.561
3,688.280,0.70,-1.574,-5.146,-0.817
4,688.280,1.10,-0.819,-8.201,-1.020
0,688.868,1.75,-1.057,-8.401,-0.814
1,688.868,0.00,-1.548,-4.447,-0.299
2,688.868,1.20,3.282,22.714,2.567
3,688.868,0.70,-1.599,-5.162,-0.819
4,688.868,1.10,-0.881,-8.128,-0.984
0,689.455,1.75,-0.994,-8.452,-0.855
1,689.455,0.00,-1.548,-4.447,-0.299
2,689.455,1.20,3.285,22.766,2.573
3,689.455,0.70,-1.625,-5.179,-0.822
4,689.455,1.10,-0.968,-8.095,-0.923
0,690.042,1.75,-0.930,-8.470,-0.901
1,690.042,0.00,-1.548,-4.447,-0.299
2,690.042,1.20,3.289,22.819,2.578
3,690.042,0.70,-1.650,-5.197,-0.825
4,690.042,1.10,-1.059,-8.110,-0.854
0,690.630,1.75,-0.874,-8.463,-0.945
1,690.630,0.00,-1.548,-4.447,-0.299
2,690.630,1.20,3.292,22.871,2.584
3,690.630,0.70,-1.675,-5.216,-0.827
4,690.630,1.10,-1.136,-8.167,-0.789
0,691.217,1.75,-0.833,-8.438,-0.980
1,691.217,0.00,-1.548,-4.447,-0.299
2,691.217,1.20,3.296,22.924,2.589
3,691.217,0.70,-1.700,-5.237,-0.830
4,691.217,1.10,-1.188,-8.251,-0.738
0,691.804,1.75,-0.807,-8.405,-1.005
1,691.804,0.00,-1.548,-4.447,-0.299
2,691.804,1.20,3.299,22.976,2.595
3,691.804,0.70,-1.724,-5.258,-0.833
4,691.804,1.10,-1.219,-8.348,-0.703
0,692.391,1.75,-0.794,-8.369,-1.020
1,692.391,0.00,-1.548,-4.447,-0.299
2,692.391,1.20,3.303,23.029,2.601
3,692.391,0.70,-1.748,-5.280,-0.835
4,692.391,1.10,-1.228,-8.447,-0.683
0,692.979,1.75,-0.792,-8.335,-1.026
1,692.979,0.00,-1.548,-4.447,-0.299
2,692.979,1.20,3.306,23.081,2.606
3,692.979,0.70,-1.772,-5.304,-0.838
4,692.979,1.10,-1.219,-8.544,-0.677
0,693.566,1.75,-0.800,-8.305,-1.025
1,693.566,0.00,-1.548,-4.447,-0.299
2,693.566,1.20,3.309,23.133,2.612
3,693.566,0.70,-1.796,-5.329,-0.841
4,693.566,1.10,-1.195,-8.633,-0.684
0,694.153,1.75,-0.815,-8.282,-1.017
1,694.153,0.00,-1.548,-4.447,-0.299
2,694.153,1.20,3.313,23.186,2.617
3,694.153,0.70,-1.819,-5.354,-0.844
4,694.153,1.10,-1.159,-8.711,-0.700
0,694.740,1.75,-0.836,-8.264,-1.005
1,694.740,0.00,-1.548,-4.447,-0.299
2,694.740,1.20,3.316,23.238,2.623
3,694.740,0.70,-1.842,-5.381,-0.847
4,694.740,1.10,-1.115,-8.778,-0.724
0,695.328,1.75,-0.861,-8.254,-0.988
1,695.328,0.00,-1.548,-4.447,-0.299
2,695.328,1.20,3.320,23.291,2.629
3,695.328,0.70,-1.865,-5.409,-0.849
4,695.328,1.10,-1.065,-8.834,-0.756
0,695.915,1.75,-0.891,-8.256,-0.966
1,695.915,0.00,-1.548,-4.447,-0.299
2,695.915,1.20,3.323,23.343,2.634
3,695.915,0.70,-1.887,-5.438,-0.852
4,695.915,1.10,-1.008,-8.870,-0.794
0,696.502,1.75,-0.921,-8.263,-0.943
1,696.502,0.00,-1.548,-4.447,-0.299
2,696.502,1.20,3.327,23.395,2.640
3,696.502,0.70,-1.909,-5.468,-0.855
4,696.502,1.10,-0.949,-8.897,-0.835
0,697.089,1.75,-0.952,-8.284,-0.918
1,697.089,0.00,-1.548,-4.447,-0.299
2,697.089,1.20,3.330,23.447,2.645
3,697.089,0.70,-1.931,-5.499,-0.858
4,697.089,1.10,-0.890,-8.901,-0.880
0,697.677,1.75,-0.982,-8.312,-0.892
1,697.677,0.00,-1.548,-4.447,-0.299
2,697.677,1.20,3.333,23.500,2.651
3,697.677,0.70,-1.952,-5.531,-0.861
4,697.677,1.10,-0.832,-8.893,-0.925
0,698.264,1.75,-1.010,-8.351,-0.866
1,698.264,0.00,-1.548,-4.447,-0.299
2,698.264,1.20,3.337,23.552,2.657
3,698.264,0.70,-1.973,-5.564,-0.864
4,698.264,1.10,-0.778,-8.868,-0.970
0,698.851,1.75,-1.032,-8.404,-0.844
1,698.851,0.00,-1.548,-4.447,-0.299
2,698.851,1.20,3.340,23.604,2.662
3,698.851,0.70,-1.994,-5.598,-0.867
4,698.851,1.10,-0.734,-8.818,-1.011
0,699.439,1.75,-1.045,-8.467,-0.825
1,699.439,0.00,-1.548,-4.447,-0.299
2,699.439,1.20,3.344,23.657,2.668
3,699.439,0.70,-2.014,-5.633,-0.870
4,699.439,1.10,-0.703,-8.752,-1.044
0,700.026,1.75,-1.047,-8.541,-0.815
1,700.026,0.00,-1.548,-4.447,-0.299
2,700.026,1.20,3.347,23.709,2.673
3,700.026,0.70,-2.034,-5.670,-0.873
4,700.026,1.10,-0.691,-8.669,-1.064
0,700.613,1.75,-1.031,-8.619,-0.817
1,700.613,0.00,-1.548,-4.447,-0.299
2,700.613,1.20,3.350,23.761,2.679
3,700.613,0.70,-2.053,-5.707,-0.876
4,700.613,1.10,-0.709,-8.577,-1.065
0,701.200,1.75,-0.996,-8.694,-0.834
1,701.200,0.00,-1.548,-4.447,-0.299
2,701.200,1.20,3.354,23.813,2.685
3,701.200,0.70,-2.072,-5.746,-0.879
4,701.200,1.10,-0.756,-8.490,-1.042
0,701.788,1.75,-0.942,-8.752,-0.868
1,701.788,0.00,-1.548,-4.447,-0.299
2,701.788,1.20,3.357,23.865,2.690
3,701.788,0.70,-2.090,-5.786,-0.882
4,701.788,1.10,-0.834,-8.429,-0.993
0,702.375,1.75,-0.879,-8.784,-0.912
1,702.375,0.00,-1.548,-4.447,-0.299
2,702.375,1.20,3.361,23.918,2.696
3,702.375,0.70,-2.108,-5.827,-0.885
4,702.375,1.10,-0.926,-8.410,-0.927
0,702.962,1.75,-0.819,-8.782,-0.958
1,702.962,0.00,-1.548,-4.447,-0.299
2,702.962,1.20,3.364,23.970,2.701
3,702.962,0.70,-2.126,-5.869,-0.888
4,702.962,1.10,-1.013,-8.442,-0.859
0,703.549,1.75,-0.772,-8.760,-0.997
1,703.549,0.00,-1.548,-4.447,-0.299
2,703.549,1.20,3.367,24.022,2.707
3,703.549,0.70,-2.143,-5.912,-0.891
4,703.549,1.10,-1.082,-8.507,-0.799
0,704.137,1.75,-0.740,-8.724,-1.027
1,704.137,0.00,-1.548,-4.447,-0.299
2,704.137,1.20,3.371,24.074,2.712
3,704.137,0.70,-2.159,-5.956,-0.894
4,704.137,1.10,-1.125,-8.593,-0.756
0,704.724,1.75,-0.723,-8.683,-1.047
1,704.724,0.00,-1.548,-4.447,-0.299
2,704.724,1.20,3.374,24.126,2.718
3,704.724,0.70,-2.175,-6.002,-0.897
4,704.724,1.10,-1.147,-8.687,-0.729
0,705.311,1.75,-0.718,-8.642,-1.058
1,705.311,0.00,-1.548,-4.447,-0.299
2,705.311,1.20,3.378,24.178,2.724
3,705.311,0.70,-2.190,-6.048,-0.900
4,705.311,1.10,-1.149,-8.780,-0.716
0,705.899,1.75,-0.723,-8.603,-1.060
1,705.899,0.00,-1.548,-4.447,-0.299
2,705.899,1.20,3.381,24.231,2.729
3,705.899,0.70,-2.205,-6.096,-0.903
4,705.899,1.10,-1.135,-8.867,-0.716
0,706.486,1.75,-0.737,-8.570,-1.056
1,706.486,0.00,-1.548,-4.447,-0.299
2,706.486,1.20,3.384,24.283,2.735
3,706.486,0.70,-2.219,-6.145,-0.906
4,706.486,1.10,-1.108,-8.946,-0.727
0,707.073,1.75,-0.757,-8.542,-1.046
1,707.073,0.00,-1.548,-4.447,-0.299
2,707.073,1.20,3.388,24.335,2.740
3,707.073,0.70,-2.233,-6.195,-0.909
4,707.073,1.10,-1.071,-9.014,-0.747
0,707.660,1.75,-0.783,-8.523,-1.031
1,707.660,0.00,-1.548,-4.447,-0.299
2,707.660,1.20,3.391,24.387,2.746
3,707.660,0.70,-2.246,-6.247,-0.912
4,707.660,1.10,-1.025,-9.070,-0.775
0,708.248,1.75,-0.814,-8.513,-1.011
1,708.248,0.00,-1.548,-4.447,-0.299
2,708.248,1.20,3.395,24.439,2.751
3,708.248,0.70,-2.258,-6.299,-0.915
4,708.248,1.10,-0.972,-9.108,-0.811
0,708.835,1.75,-0.846,-8.510,-0.989
1,708.835,0.00,-1.548,-4.447,-0.299
2,708.835,1.20,3.398,24.491,2.757
3,708.835,0.70,-2.269,-6.353,-0.918
4,708.835,1.10,-0.917,-9.136,-0.850
0,709.422,1.75,-0.880,-8.519,-0.964
1,709.422,0.00,-1.548,-4.447,-0.299
2,709.422,1.20,3.401,24.543,2.763
3,709.422,0.70,-2.280,-6.408,-0.921
4,709.422,1.10,-0.859,-9.143,-0.894
0,710.009,1.75,-0.914,-8.536,-0.938
1,710.009,0.00,-1.548,-4.447,-0.299
2,710.009,1.20,3.405,24.595,2.768
3,710.009,0.70,-2.290,-6.465,-0.925
4,710.009,1.10,-0.803,-9.136,-0.939
0,710.597,1.75,-0.947,-8.563,-0.912
1,710.597,0.00,-1.548,-4.447,-0.299
2,710.597,1.20,3.408,24.647,2.774
3,710.597,0.70,-2.299,-6.522,-0.928
4,710.597,1.10,-0.749,-9.114,-0.985
0,711.184,1.75,-0.974,-8.605,-0.888
1,711.184,0.00,-1.548,-4.447,-0.299
2,711.184,1.20,3.411,24.699,2.779
3,711.184,0.70,-2.307,-6.582,-0.931
4,711.184,1.10,-0.703,-9.067,-1.027
0,711.771,1.75,-0.996,-8.656,-0.867
1,711.771,0.00,-1.548,-4.447,-0.299
2,711.771,1.20,3.415,24.751,2.785
3,711.771,0.70,-2.314,-6.642,-0.934
4,711.771,1.10,-0.669,-9.003,-1.064
0,712.359,1.75,-1.007,-8.718,-0.853
1,712.359,0.00,-1.548,-4.447,-0.299
2,712.359,1.20,3.418,24.803,2.790
3,712.359,0.70,-2.320,-6.704,-0.937
4,712.359,1.10,-0.650,-8.921,-1.091
0,712.946,1.75,-1.004,-8.788,-0.848
1,712.946,0.00,-1.548,-4.447,-0.299
2,712.946,1.20,3.421,24.855,2.796
3,712.946,0.70,-2.325,-6.768,-0.940
4,712.946,1.10,-0.655,-8.826,-1.103
0,713.533,1.75,-0.983,-8.859,-0.857
1,713.533,0.00,-1.548,-4.447,-0.299
2,713.533,1.20,3.425,24.907,2.801
3,713.533,0.70,-2.329,-6.833,-0.944
4,713.533,1.10,-0.690,-8.729,-1.093
0,714.120,1.75,-0.942,-8.920,-0.882
1,714.120,0.00,-1.548,-4.447,-0.299
2,714.120,1.20,3.428,24.959,2.807
3,714.120,0.70,-2.332,-6.900,-0.947
4,714.120,1.10,-0.758,-8.646,-1.056
0,714.708,1.75,-0.886,-8.958,-0.921
1,714.708,0.00,-1.548,-4.447,-0.299
2,714.708,1.20,3.432,25.011,2.813
3,714.708,0.70,-2.334,-6.968,-0.950
4,714.708,1.10,-0.848,-8.598,-0.998
0,715.295,1.75,-0.828,-8.967,-0.967
1,715.295,0.00,-1.548,-4.447,-0.299
2,715.295,1.20,3.435,25.063,2.818
3,715.295,0.70,-2.334,-7.038,-0.953
4,715.295,1.10,-0.944,-8.597,-0.930
0,715.882,1.75,-0.778,-8.948,-1.010
1,715.882,0.00,-1.548,-4.447,-0.299
2,715.882,1.20,3.438,25.114,2.824
3,715.882,0.70,-2.333,-7.109,-0.956
4,715.882,1.10,-1.028,-8.638,-0.866
0,716.469,1.75,-0.743,-8.911,-1.045
1,716.469,0.00,-1.548,-4.447,-0.299
2,716.469,1.20,3.442,25.166,2.829
3,716.469,0.70,-2.331,-7.182,-0.959
4,716.469,1.10,-1.090,-8.707,-0.814
0,717.057,1.75,-0.721,-8.865,-1.070
1,717.057,0.00,-1.548,-4.447,-0.299
2,717.057,1.20,3.445,25.218,2.835
3,717.057,0.70,-2.327,-7.257,-0.962
4,717.057,1.10,-1.130,-8.789,-0.777
0,717.644,1.75,-0.714,-8.815,-1.086
1,717.644,0.00,-1.548,-4.447,-0.299
2,717.644,1.20,3.448,25.270,2.840
3,717.644,0.70,-2.321,-7.334,-0.965
4,717.644,1.10,-1.148,-8.876,-0.756
0,718.231,1.75,-0.719,-8.767,-1.093
1,718.231,0.00,-1.548,-4.447,-0.299
2,718.231,1.20,3.452,25.322,2.846
3,718.231,0.70,-2.314,-7.413,-0.968
4,718.231,1.10,-1.149,-8.960,-0.749
0,718.819,1.75,-0.735,-8.722,-1.092
1,718.819,0.00,-1.548,-4.447,-0.299
2,718.819,1.20,3.455,25.374,2.851
3,718.819,0.70,-2.304,-7.494,-0.971
4,718.819,1.10,-1.133,-9.036,-0.755
0,719.406,1.75,-0.759,-8.684,-1.084
1,719.406,0.00,-1.548,-4.447,-0.299
2,719.406,1.20,3.458,25.426,2.857
3,719.406,0.70,-2.292,-7.577,-0.974
4,719.406,1.10,-1.106,-9.101,-0.771
0,719.993,1.75,-0.789,-8.652,-1.071
1,719.993,0.00,-1.548,-4.447,-0.299
2,719.993,1.20,3.462,25.477,2.862
3,719.993,0.70,-2.278,-7.662,-0.977
4,719.993,1.10,-1.071,-9.154,-0.796
0,720.580,1.75,-0.824,-8.626,-1.055
1,720.580,0.00,-1.548,-4.447,-0.299
2,720.580,1.20,3.465,25.529,2.868
3,720.580,0.70,-2.262,-7.748,-0.980
4,720.580,1.10,-1.029,-9.196,-0.827
0,721.168,1.75,-0.865,-8.612,-1.033
1,721.168,0.00,-1.548,-4.447,-0.299
2,721.168,1.20,3.468,25.581,2.873
3,721.168,0.70,-2.242,-7.838,-0.983
4,721.168,1.10,-0.981,-9.218,-0.866
0,721.755,1.75,-0.907,-8.607,-1.009
1,721.755,0.00,-1.548,-4.447,-0.299
2,721.755,1.20,3.472,25.633,2.879
3,721.755,0.70,-2.219,-7.930,-0.986
4,721.755,1.10,-0.931,-9.224,-0.909
0,722.342,1.75,-0.952,-8.609,-0.983
1,722.342,0.00,-1.548,-4.447,-0.299
2,722.342,1.20,3.475,25.684,2.885
3,722.342,0.70,-2.193,-8.023,-0.989
4,722.342,1.10,-0.881,-9.217,-0.954
0,722.929,1.75,-0.996,-8.625,-0.957
1,722.929,0.00,-1.548,-4.447,-0.299
2,722.929,1.20,3.478,25.736,2.890
3,722.929,0.70,-2.162,-8.120,-0.992
4,722.929,1.10,-0.835,-9.187,-0.999
0,723.517,1.75,-1.038,-8.650,-0.932
1,723.517,0.00,-1.548,-4.447,-0.299
2,723.517,1.20,3.482,25.788,2.896
3,723.517,0.70,-2.126,-8.219,-0.995
4,723.517,1.10,-0.794,-9.140,-1.044
0,724.104,1.75,-1.076,-8.687,-0.909
1,724.104,0.00,-1.548,-4.447,-0.299
2,724.104,1.20,3.485,25.840,2.901
3,724.104,0.70,-2.084,-8.321,-0.997
4,724.104,1.10,-0.764,-9.073,-1.084
0,724.691,1.75,-1.108,-8.735,-0.892
1,724.691,0.00,-1.548,-4.447,-0.299
2,724.691,1.20,3.488,25.891,2.907
3,724.691,0.70,-2.034,-8.426,-0.999
4,724.691,1.10,-0.749,-8.987,-1.116
0,725.279,1.75,-1.129,-8.791,-0.883
1,725.279,0.00,-1.548,-4.447,-0.299
2,725.279,1.20,3.492,25.943,2.912
3,725.279,0.70,-1.976,-8.534,-1.001
4,725.279,1.10,-0.756,-8.885,-1.135
0,725.866,1.75,-1.136,-8.850,-0.887
1,725.866,0.00,-1.548,-4.447,-0.299
2,725.866,1.20,3.495,25.995,2.918
3,725.866,0.70,-1.906,-8.645,-1.002
4,725.866,1.10,-0.793,-8.777,-1.134
0,726.453,1.75,-1.129,-8.903,-0.905
1,726.453,0.00,-1.548,-4.447,-0.299
2,726.453,1.20,3.498,26.047,2.923
3,726.453,0.70,-1.821,-8.760,-1.001
4,726.453,1.10,-0.862,-8.676,-1.112
0,727.040,1.75,-1.111,-8.941,-0.936
1,727.040,0.00,-1.548,-4.447,-0.299
2,727.040,1.20,3.502,26.098,2.929
3,727.040,0.70,-1.719,-8.876,-0.999
4,727.040,1.10,-0.959,-8.598,-1.071
0,727.628,1.75,-1.090,-8.957,-0.976
1,727.628,0.00,-1.548,-4.447,-0.299
2,727.628,1.20,3.505,26.150,2.934
3,727.628,0.70,-1.594,-8.992,-0.996
4,727.628,1.10,-1.075,-8.554,-1.015
0,728.215,1.75,-1.080,-8.947,-1.020
1,728.215,0.00,-1.548,-4.447,-0.299
2,728.215,1.20,3.508,26.201,2.940
3,728.215,0.70,-1.432,-9.099,-0.992
4,728.215,1.10,-1.198,-8.559,-0.954
0,728.802,1.75,-1.093,-8.921,-1.057
1,728.802,0.00,-1.548,-4.447,-0.299
2,728.802,1.20,3.512,26.253,2.945
3,728.802,0.70,-1.223,-9.172,-0.992
4,728.802,1.10,-1.313,-8.610,-0.899
0,729.389,1.75,-1.132,-8.903,-1.079
1,729.389,0.00,-1.548,-4.447,-0.299
2,729.389,1.20,3.515,26.305,2.951
3,729.389,0.70,-0.988,-9.166,-1.007
4,729.389,1.10,-1.405,-8.700,-0.862
0,729.977,1.75,-1.179,-8.894,-1.079
1,729.977,0.00,-1.548,-4.447,-0.299
2,729.977,1.20,3.518,26.356,2.956
3,729.977,0.70,-0.784,-9.093,-1.036
4,729.977,1.10,-1.464,-8.816,-0.850
0,730.564,1.75,-1.238,-8.888,-1.057
1,730.564,0.00,-1.548,-4.447,-0.299
2,730.564,1.20,3.522,26.408,2.962
3,730.564,0.70,-0.617,-8.997,-1.067
4,730.564,1.10,-1.479,-8.943,-0.870
0,731.151,1.75,-1.327,-8.895,-1.008
1,731.151,0.00,-1.548,-4.447,-0.299
2,731.151,1.20,3.525,26.460,2.967
3,731.151,0.70,-0.475,-8.897,-1.097
4,731.151,1.10,-1.433,-9.052,-0.935
0,731.738,1.75,-1.439,-9.002,-0.945
1,731.738,0.00,-1.548,-4.447,-0.299
2,731.738,1.20,3.528,26.511,2.973
3,731.738,0.70,-0.347,-8.798,-1.126
4,731.738,1.10,-1.340,-9.002,-1.024
0,732.326,1.75,-1.436,-9.141,-0.974
1,732.326,0.00,-1.548,-4.447,-0.299
2,732.326,1.20,3.532,26.563,2.978
3,732.326,0.70,-0.228,-8.700,-1.152
4,732.326,1.10,-1.423,-8.899,-0.966
0,732.913,1.75,-1.413,-9.204,-1.013
1,732.913,0.00,-1.548,-4.447,-0.299
2,732.913,1.20,3.535,26.614,2.984
3,732.913,0.70,-0.117,-8.604,-1.178
4,732.913,1.10,-1.534,-8.916,-0.894
0,733.500,1.75,-1.403,-9.230,-1.038
1,733.500,0.00,-1.548,-4.447,-0.299
2,733.500,1.20,3.538,26.666,2.989
3,733.500,0.70,-0.011,-8.510,-1.203
4,733.500,1.10,-1.622,-8.991,-0.844
0,734.088,1.75,-1.410,-9.235,-1.047
1,734.088,0.00,-1.548,-4.447,-0.299
2,734.088,1.20,3.542,26.717,2.995
3,734.088,0.70,0.092,-8.418,-1.228
4,734.088,1.10,-1.679,-9.098,-0.820
0,734.675,1.75,-1.437,-9.230,-1.039
1,734.675,0.00,-1.548,-4.447,-0.299
2,734.675,1.20,3.545,26.769,3.000
3,734.675,0.70,0.191,-8.327,-1.252
4,734.675,1.10,-1.703,-9.220,-0.824
0,735.262,1.75,-1.493,-9.224,-1.006
1,735.262,0.00,-1.548,-4.447,-0.299
2,735.262,1.20,3.548,26.820,3.006
3,735.262,0.70,0.288,-8.237,-1.275
4,735.262,1.10,-1.679,-9.342,-0.867
0,735.849,1.75,-1.594,-9.260,-0.941
1,735.849,0.00,-1.548,-4.447,-0.299
2,735.849,1.20,3.551,26.872,3.011
3,735.849,0.70,0.382,-8.149,-1.299
4,735.849,1.10,-1.582,-9.398,-0.962
0,736.437,1.75,-1.644,-9.417,-0.926
1,736.437,0.00,-1.548,-4.447,-0.299
2,736.437,1.20,3.555,26.923,3.017
3,736.437,0.70,0.475,-8.062,-1.322
4,736.437,1.10,-1.564,-9.260,-0.977
0,737.024,1.75,-1.616,-9.508,-0.968
1,737.024,0.00,-1.548,-4.447,-0.299
2,737.024,1.20,3.558,26.975,3.022
3,737.024,0.70,0.566,-7.976,-1.344
4,737.024,1.10,-1.670,-9.226,-0.902
0,737.611,1.75,-1.594,-9.546,-1.001
1,737.611,0.00,-1.548,-4.447,-0.299
2,737.611,1.20,3.561,27.026,3.028
3,737.611,0.70,0.656,-7.891,-1.366
4,737.611,1.10,-1.766,-9.275,-0.841
0,738.198,1.75,-1.587,-9.559,-1.020
1,738.198,0.00,-1.548,-4.447,-0.299
2,738.198,1.20,3.565,27.078,3.033
3,738.198,0.70,0.744,-7.806,-1.389
4,738.198,1.10,-1.837,-9.365,-0.804
0,738.786,1.75,-1.600,-9.556,-1.021
1,738.786,0.00,-1.548,-4.447,-0.299
2,738.786,1.20,3.568,27.129,3.039
3,738.786,0.70,0.832,-7.722,-1.411
4,738.786,1.10,-1.876,-9.479,-0.794
0,739.373,1.75,-1.637,-9.546,-1.002
1,739.373,0.00,-1.548,-4.447,-0.299
2,739.373,1.20,3.571,27.181,3.044
3,739.373,0.70,0.918,-7.639,-1.432
